event_id,name,city,address,start_time,end_time,curr_capacity,max_capacity,owner_id,category,description,active
e9a41634-1e6e-4681-8f7c-2dc7bd0b715b,already,Markham,23 Elm Street,2024-07-15 20:49:40,2024-07-16 01:49:40,0,100,971ca4b4-738f-4919-9c37-828722d05468,18+,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
51003267-0314-4d2b-8b10-858c8f6b1a33,feeling,Mississauga,54 Pine Road,2025-05-15 10:39:48,2025-05-15 12:39:48,0,100,b5825b0a-af1f-4a7f-ad77-85323ba551e8,Food,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
b9eeda68-0528-48b1-a119-7e1504ad034e,stuff,Hamilton,30 Pine Road,2025-03-10 00:17:21,2025-03-10 07:17:21,0,100,97aa5564-12db-43c1-9299-04fd5c3b0737,Karaoke,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
16b13e0a-a383-4bed-9357-ce7180f33c3f,we,Windsor,93 Willow Way,2024-07-21 04:40:06,2024-07-21 12:40:06,0,100,16d13c6e-7e5a-4a76-b094-f93a0a2f7c6b,Karaoke,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
3bd5cc07-1441-4ace-9089-3354fa899c02,apply,Brampton,4 Cedar Lane,2025-01-18 09:37:50,2025-01-18 17:37:50,0,100,85eb407c-0230-47ec-920d-ddb76ee662e9,Party,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
998fe10f-5754-4161-b97c-c574d4046ee1,star,Mississauga,83 Walnut Street,2025-03-21 21:51:31,2025-03-22 04:51:31,0,100,90315c34-0f06-4942-b8ee-c32af6cf51cf,MeetnGreet,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
e21b877d-7096-4105-8ee8-ca1720301a24,these,Kitchener,21 Maple Street,2024-08-04 05:46:21,2024-08-04 07:46:21,0,100,66504578-e852-4538-9ef2-9383db4d5309,Food,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
add46e13-098b-47c6-8ccb-af966c810d59,relate,Mississauga,6 Birch Boulevard,2025-01-14 01:51:45,2025-01-14 02:51:45,0,100,18ef5284-3832-46fe-a4eb-e4219c4a7d39,Karaoke,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
f5ab2c35-26c6-4229-baa9-1bbd5b8e7f06,peace,Windsor,39 Pine Road,2025-01-13 15:56:53,2025-01-13 19:56:53,0,100,b4d83bae-b081-4f76-827d-06fb5ec186a6,MeetnGreet,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
25d64b97-11a8-4b65-afdf-59e04449c124,remain,Vaughan,32 Oak Avenue,2024-12-24 13:13:15,2024-12-24 15:13:15,0,100,c93008e4-335b-4a20-af2a-e13953f3010f,Karaoke,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
c83febb1-d524-4292-ae5a-9c3931facde6,art,Kitchener,34 Maple Street,2025-02-10 22:06:03,2025-02-11 00:06:03,0,100,f19d12ff-155f-43a2-8f25-de4a229b3f77,Karaoke,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
ba7d2bee-d7e7-4797-8206-fa169b66d31f,way,Hamilton,48 Ash Court,2024-12-06 07:22:21,2024-12-06 12:22:21,0,100,a01b0207-d43d-40f9-855a-29b045b0b391,Party,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
cfad1d9a-93f3-4bb4-b487-c990db9dbf91,attorney,Mississauga,97 Walnut Street,2025-04-13 05:11:55,2025-04-13 12:11:55,0,100,9bedc616-0b2f-4cd0-b1ad-fccb15468bfe,Karaoke,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
86b595d0-c0ed-4eb0-9e28-8d7b327b98ac,reason,Ottawa,63 Elm Street,2024-09-06 02:35:36,2024-09-06 05:35:36,0,100,1577d547-4f3f-42c4-803a-bb82da202ea7,Food,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
7f6eeb7d-1ea0-44a5-a37b-0c2a8c65678a,organization,Brampton,63 Birch Boulevard,2024-11-17 07:21:09,2024-11-17 08:21:09,0,100,0c72b7a4-0338-4cec-9577-98eb15950d59,Karaoke,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
319a2d81-7b6c-4638-8b19-ccf24e44460d,fast,Kitchener,14 Willow Way,2024-11-08 09:41:20,2024-11-08 15:41:20,0,100,f1803a89-884d-4545-a3cf-142a9dd3155f,Party,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
5027cfaf-0277-4afa-aa99-cd3e3d86349b,phone,Vaughan,87 Birch Boulevard,2025-02-16 16:36:09,2025-02-17 00:36:09,0,100,f19d12ff-155f-43a2-8f25-de4a229b3f77,Karaoke,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
cdb41c0e-c7ec-4957-9e1e-6f63ea34e9d1,eight,Windsor,24 Cherry Drive,2024-09-25 22:58:12,2024-09-26 06:58:12,0,100,124df453-1fc7-420b-882a-d1758028d764,Karaoke,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
736550df-5378-4ffb-a888-4ab7309aeb53,range,Brampton,35 Walnut Street,2025-04-27 07:53:46,2025-04-27 08:53:46,0,100,f5d17c06-b497-4c4e-80ef-6b34250e08da,MeetnGreet,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
58116bff-cbed-4f46-83c7-a227aab43f09,finish,London,28 Oak Avenue,2025-05-03 17:38:07,2025-05-03 18:38:07,0,100,aa8c8027-7a12-43f2-87a2-1dd04b337310,18+,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
8dd4742e-87aa-4ee2-9d23-e3955066085f,strategy,Ottawa,56 Cedar Lane,2024-09-18 13:02:03,2024-09-18 18:02:03,0,100,d9e64a84-b3d4-47a1-a792-8fd5d608f214,MeetnGreet,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
d0513c5e-162b-4304-998c-33daaaa40d7c,start,Vaughan,29 Birch Boulevard,2024-10-09 16:23:25,2024-10-09 22:23:25,0,100,1bcc050b-2195-40c8-9d8d-20a1809ed15e,Party,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
9671bbba-a856-428c-9814-ea471be0b4ad,whom,Markham,10 Birch Boulevard,2024-12-20 14:30:28,2024-12-20 20:30:28,0,100,52db5495-da83-4718-b3fc-4166a614dcce,Karaoke,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
44137473-ee38-4abd-bcab-7685dc12170f,night,Hamilton,20 Pine Road,2024-08-01 22:53:44,2024-08-02 04:53:44,0,100,b9560145-5322-40c6-b08f-8a30e2d60945,Party,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
fd06ada8-4721-429d-b2f0-8916c53ab241,heart,Markham,98 Ash Court,2024-10-27 20:48:08,2024-10-27 22:48:08,0,100,9527966c-f89d-4b21-95ab-c243f1938a4a,Karaoke,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
1855f9e1-f2c9-4c5a-8735-cd8cc4b0eb7d,wide,Windsor,11 Cedar Lane,2025-03-18 20:16:38,2025-03-19 00:16:38,0,100,3e2effeb-f20f-4709-86c7-6559c4915492,Food,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
b9bd13c4-c0f2-4796-b6c2-09efcc166583,so,Windsor,85 Birch Boulevard,2024-07-28 06:47:13,2024-07-28 08:47:13,0,100,32530319-740a-4a0a-847d-08792bd6af37,18+,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
623cedc2-bd11-45a6-97cf-16e9691614f0,memory,Kitchener,88 Birch Boulevard,2024-11-16 20:47:28,2024-11-16 23:47:28,0,100,f5be612f-a7f3-4a4d-8b99-351962c91ee0,MeetnGreet,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
0fe38507-a2dc-4821-916c-de2d03c874bf,discuss,Hamilton,20 Oak Avenue,2025-05-28 16:19:47,2025-05-29 00:19:47,0,100,e854cf78-9863-4365-8e99-f79f01e4d786,MeetnGreet,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
ef0a6d1a-5849-4ef4-b1f3-0544cffc619d,half,Windsor,99 Walnut Street,2025-02-26 23:13:54,2025-02-27 04:13:54,0,100,926de3d0-8dbd-4ebd-9aff-386a7184f329,18+,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
f0112f70-a12d-4de6-97cc-35cf0f0c0218,staff,Ottawa,20 Walnut Street,2025-03-20 02:04:28,2025-03-20 05:04:28,0,100,69778255-8f4b-4de3-92d8-4a78c7493c88,MeetnGreet,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
8ceff791-c30a-485a-a2b3-7ef117cbf608,couple,Mississauga,27 Pine Road,2024-12-13 11:03:06,2024-12-13 16:03:06,1,100,f8cc98ed-06cc-405a-b5b9-4dacd2912bc1,Karaoke,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
8391a0f9-caa3-4ca4-9b11-eedb99d2d8a9,case,Kitchener,47 Birch Boulevard,2024-12-11 09:33:11,2024-12-11 17:33:11,0,100,16771341-bfca-42bb-84a7-0fb169d38224,Karaoke,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
9efb4a68-0600-428a-b158-c72ee66c15ed,condition,Vaughan,1 Willow Way,2024-10-31 06:01:22,2024-10-31 07:01:22,0,100,c61433e6-1de4-47b8-bf95-cbf4221d872d,Party,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
f4f79190-8043-44f6-9e54-8dffbbcc9162,although,Markham,84 Elm Street,2025-01-05 14:06:22,2025-01-05 18:06:22,0,100,b035b035-b2b4-4fd6-bc6d-db9d2b25769e,MeetnGreet,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
95560886-e67f-4d12-aef1-4ef2c82ab0b9,line,Toronto,13 Elm Street,2024-08-26 20:05:30,2024-08-27 03:05:30,0,100,0e893bf9-5950-4b3b-9165-ce3002833ae9,Party,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
5165f9fb-9f61-42fd-b48d-35c49b8811ef,task,Ottawa,28 Willow Way,2024-09-16 05:33:33,2024-09-16 10:33:33,0,100,8bfdfa68-c988-4115-8ad6-d5c8f9d1d7a6,Karaoke,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
dce9cd2e-7a84-49da-a568-5aa74e69e171,word,Ottawa,47 Maple Street,2025-03-22 10:52:33,2025-03-22 15:52:33,0,100,0ad88de9-675d-461c-836e-f2d497e5bcc7,Food,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
b514f1dc-6bb8-4409-98c1-f480b504e566,work,Mississauga,50 Elm Street,2025-05-01 17:58:16,2025-05-01 19:58:16,0,100,74588577-947e-4887-beef-93259f5e39fb,Food,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
ec36d7ca-ea79-4e9a-9f56-37e772ffae0b,on,Windsor,78 Maple Street,2025-01-24 18:05:48,2025-01-25 01:05:48,0,100,72db95e8-3d61-498c-b17f-867909a71dc4,MeetnGreet,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
2bebb59d-69c8-4209-94cf-76bf011837a5,pattern,Ottawa,69 Cherry Drive,2024-09-11 07:28:49,2024-09-11 13:28:49,0,100,38098448-970e-4993-ae5c-74885d3e0256,Party,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
0937748d-2d6a-4025-a6cd-788326eaa79a,free,Vaughan,58 Cedar Lane,2024-11-15 07:17:30,2024-11-15 10:17:30,0,100,eee0dc28-40fa-4a64-980c-9e447ff2c20f,MeetnGreet,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
c2ae1229-d4cf-4924-915d-afb9acf69d6a,page,Windsor,57 Ash Court,2024-07-12 09:53:40,2024-07-12 14:53:40,0,100,8dede21e-eba2-45d4-b360-980545150638,Party,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
a51bce12-d05b-4d4d-be3d-530e641a049b,they,Markham,69 Elm Street,2024-10-15 04:06:55,2024-10-15 08:06:55,0,100,65e2231e-ca48-46a7-9fa5-13bc597737e9,Food,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
461d267a-0e56-45be-9a1b-51f211b286d3,race,Brampton,58 Maple Street,2025-02-18 14:57:51,2025-02-18 17:57:51,0,100,975dc637-f8dc-40ab-b243-29e326b8f68d,18+,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
ab1b3d8e-460d-4dce-884f-72e675037969,best,Windsor,35 Elm Street,2024-09-25 00:16:17,2024-09-25 01:16:17,0,100,aa3ee02f-0da2-4984-ad87-84328d2f6a45,Karaoke,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
58389216-1c38-49fb-96f4-6398c81927a3,me,Ottawa,95 Cherry Drive,2024-07-28 20:27:18,2024-07-29 04:27:18,0,100,bb1f3a6b-82d0-4e1c-99d1-d7f4b3313a23,Food,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
a3d18afb-e2ca-4362-af1c-50299bcf25c8,indicate,Windsor,89 Elm Street,2024-11-27 07:42:45,2024-11-27 14:42:45,0,100,d4127f92-df8d-4f94-822d-ccd56089ce3d,MeetnGreet,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
ddd78a14-a468-44d7-a7de-6689463eca47,quickly,Toronto,74 Pine Road,2025-05-20 12:03:32,2025-05-20 13:03:32,0,100,6b73d123-26b4-4e77-a58b-ba8d179309f4,Food,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
1ad45bf4-5c08-4109-a703-9ac20599b53b,particular,Hamilton,47 Ash Court,2024-07-27 21:02:00,2024-07-28 05:02:00,0,100,f56a02f3-36cb-4931-8a77-1c928beb7ca0,Party,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
a6a4bbbf-3ed1-4e82-a78c-b1a8c9f84f99,morning,London,9 Cherry Drive,2025-01-28 02:32:02,2025-01-28 03:32:02,0,100,22f0e282-89b1-4ae9-a806-97ef0a09e205,MeetnGreet,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
462dcee9-a6aa-4225-9fff-d187fe1f670e,through,Brampton,2 Willow Way,2024-07-26 22:00:53,2024-07-27 05:00:53,0,100,96a9ebcb-31e4-4b9c-82d3-3507e3ef7724,18+,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
183741fc-bbd6-458b-9d48-85c0f35e345b,action,Markham,5 Cedar Lane,2024-09-06 10:35:04,2024-09-06 14:35:04,0,100,c61433e6-1de4-47b8-bf95-cbf4221d872d,Karaoke,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
4dbbd05d-fa02-4be4-8446-941fe87939e8,similar,Hamilton,4 Maple Street,2024-12-31 05:41:35,2024-12-31 09:41:35,0,100,fad248ed-4978-4aa9-9cc3-c219ed3e25c0,Food,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
92f9eed4-33e5-4f55-a79f-a1f9b3352856,task,Kitchener,58 Pine Road,2024-11-17 14:02:08,2024-11-17 22:02:08,0,100,3d7a935c-4a65-4f4e-9449-99c882b33f6d,Party,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
8eb6bd39-2dab-441a-a7fd-777dcfecfce4,however,Markham,79 Elm Street,2024-08-30 22:31:39,2024-08-31 00:31:39,0,100,bac2c71a-e5e5-4a46-8670-c83e5b9c7395,18+,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
df0e3cd7-4d95-4be8-88c1-e014011e67ab,series,Windsor,95 Maple Street,2024-12-06 22:28:56,2024-12-07 04:28:56,0,100,fd66313b-0c68-40da-ad2d-f71861a7b6dc,18+,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
7948d0f6-a1ce-4108-8d87-1435a46a138f,let,Brampton,12 Cedar Lane,2024-12-23 11:54:22,2024-12-23 13:54:22,0,100,72db95e8-3d61-498c-b17f-867909a71dc4,Karaoke,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
d5f0f3da-fe56-449a-be37-0471a283474f,power,London,98 Elm Street,2024-11-19 06:57:03,2024-11-19 13:57:03,0,100,f1803a89-884d-4545-a3cf-142a9dd3155f,Food,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
7acdf182-7fe3-49d0-8ad4-f4091dcf9723,before,London,77 Willow Way,2025-03-31 23:44:39,2025-04-01 02:44:39,0,100,cb2fe4b0-717e-48a4-bda6-5ca57cd28dfd,MeetnGreet,Experience a culinary adventure at the Summer Food Festival on July 20th featuring diverse dishes from around the world. Enjoy live cooking demonstrations sample gourmet treats and listen to local bands. Perfect for food enthusiasts and families alike!,True
2018a879-b7e1-4967-83bc-332c3753bf7e,tonight,Brampton,82 Oak Avenue,2025-06-13 18:19:12,2025-06-13 23:19:12,0,100,4967539e-223f-4ca3-be72-c03e652de374,Karaoke,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
104cf0db-27a2-4ff2-a9b1-b6354a8dd531,painting,Toronto,70 Birch Boulevard,2024-12-24 20:00:27,2024-12-25 00:00:27,0,100,b6737cfc-457b-4478-93d4-15439ee65568,18+,Bring your blankets and enjoy a magical evening under the stars at our Outdoor Movie Night on September 10th. The featured film is a family-friendly classic and concessions will be available. Gates open at 7 PM and the movie starts at dusk.,True
b3928580-e367-49f5-9519-4351520ad38f,it,Mississauga,76 Willow Way,2025-04-29 07:54:01,2025-04-29 15:54:01,0,100,37e5c09c-66bd-4b22-af8c-c68887888715,Party,Join us for the annual Community Charity Run on August 15th where participants of all ages come together to support local nonprofits. The event will feature a 5K run/walk live music and food trucks. All proceeds will benefit community outreach programs.,True
